1	17 Feb 17	18:12:00	1	0	0	0	0	0	1	2	2	3	5	5	2	3	3	3	1	1	3	1	4	1	2	3	1	0	4	1	0	0	0	0	0	0	0	0	0	1	1
2	17 Feb 17	18:13:00	1	0	0	0	0	0	1	1	2	2	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0
3	17 Feb 17	18:14:00	1	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4	17 Feb 17	18:15:00	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
5	17 Feb 17	18:16:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
6	17 Feb 17	18:17:00	1	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	17 Feb 17	18:18:00	1	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	17 Feb 17	18:19:00	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	15	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9	17 Feb 17	18:20:00	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0
10	17 Feb 17	18:21:00	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	17 Feb 17	18:22:00	1	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	17 Feb 17	18:23:00	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	17 Feb 17	18:24:00	1	0	0	0	0	0	1	6	0	0	14	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14	17 Feb 17	18:25:00	1	0	0	0	0	0	1	4	1	0	5	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
15	17 Feb 17	18:26:00	1	0	0	0	0	0	1	15	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
